,PMCID,sentence_id,CONSORT_Item,labels,section,text,metamap_concepts,metamap_concepts_text,metamap_semantictypes
747,PMC3386495,S102,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,the statistical analysis plan was published14 before unmasking of the authors to the data.,"['C1511726', 'C4553913', 'C3812881', 'C3245479', 'C3889277', 'C3714741']","['author', 'Statistical Analysis Plan', 'Data call receiving device', 'Data (eukaryote)', 'Data', 'Unblinding']","['inpr', 'idcn', 'prog', 'medd', 'ftcn', 'euka']"
748,PMC3386495,S103,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,all randomly assigned patients were included in the analysis.,,,
749,PMC3386495,S104,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,"masked analysis of the patients' baseline characteristics showed clear differences in key prognostic factors (age, stroke severity, degree of ischaemic change on baseline ct or mri) in patients randomly assigned at different times after stroke onset, which might complicate the estimation of the effect of treatment overall and in subgroups.11","['C1561607', 'C0030705', 'C3887704', 'C1705169', 'C1515981', 'C1516050', 'C4684572', 'C4554100', 'C1524024', 'C0449286', 'C1079230', 'C3890166', 'C0150112', 'C0024485', 'C0750572', 'C0936012', 'C0231290', 'C0542560', 'C0681916', 'C1442488', 'C1705242', 'C0039798', 'C3538994', 'C0680844', 'C2963144', 'C0441889', 'C1824234', 'C0038454', 'C4319952', 'C1514474', 'C0443172', 'C1280500', 'C0231242', 'C2348088', 'C1518681', 'C0282416', 'C1709157', 'C0522510', 'C1555580', 'C0168634', 'C0392747', 'C0439793', 'C0475224', 'C0332162', 'C0040223', 'C0087111', 'C1552601', 'C0150108', 'C1632851', 'C1533734', 'C1705241', 'C1522326', 'C0687676', 'C0001779', 'C0206132', 'C2348382']","['Age of Onset', 'Status post', 'Baseline', 'Stroke, CTCAE', 'Biomaterial Treatment', 'And', 'Patients', 'Negative Surgical Margin', 'Blinded', 'Degree or extent', 'Effect, Appearance', 'With intensity', 'Time', 'Degree Unit of Plane Angle', 'Times', 'Therapeutic procedure', 'Delta (difference)', 'Ischemic', 'Outcome of Therapy', 'PersonNameUse - assigned', 'psychological masking', 'Cerebrovascular accident', 'Changed status', 'Age', 'Administration procedure', 'Prognostic Factors', 'Magnetic Resonance Imaging Study File', 'Estimated', 'BaseLine dental cement', 'Treatment Epoch', 'Clear', 'masked - No information', 'Changing', 'estimation <subjective>', 'Academic degree', 'Assignment - action', 'Complicated', 'Change -- procedure', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'CYREN gene', 'Statistical Estimation', 'Baseline Characteristics', 'analysis aspect', 'Effect', 'Post', 'Overall', 'Onset of (contextual qualifier)', 'Severities', 'Levels (qualifier value)', 'Treating', 'Analysis', 'Magnetic Resonance Imaging', 'Subgroup A Nepoviruses', 'Different', 'Overall Publication Type']","['inpr', 'clna', 'idcn', 'bodm', 'gngm', 'topp', 'ftcn', 'fndg', 'cnce', 'qlco', 'podg', 'tmco', 'resa', 'virs', 'dsyn', 'menp', 'hlca', 'diap', 'qnco', 'orga']"
750,PMC3386495,S105,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,"therefore, the primary analysis of the effect of treatment on the primary outcome was adjusted by logistic regression for linear effects for the following covariates: age; national institutes of health stroke scale (nihss) score; time from onset of stroke symptoms to randomisation; and presence (vs absence) of ischaemic change on the prerandomisation brain scan according to expert assessment.","['C1261322', 'C0683368', 'C0018684', 'C3887704', 'C4050231', 'C1705169', 'C0175659', 'C1524024', 'C4554100', 'C4321252', 'C1565156', 'C0456081', 'C0021622', 'C1274040', 'C0150312', 'C0936012', 'C1947916', 'C3245503', 'C0349674', 'C0206031', 'C0332197', 'C1697238', 'C0043194', 'C0205132', 'C0039798', 'C3538994', 'C0038454', 'C0596217', 'C0392148', 'C4319952', 'C0443172', 'C1280500', 'C0205225', 'C1457887', 'C1518681', 'C0521125', 'C0449820', 'C0332282', 'C0392747', 'C0475224', 'C0001779', 'C0040223', 'C0332162', 'C0087111', 'C1522326', 'C1533734', 'C1705241', 'C1421478', 'C1516048', 'C0206132', 'C2348382']","['Age of Onset', 'Adjustment Action', 'Scaling', 'Stroke, CTCAE', 'Biomaterial Treatment', 'Evaluation procedure', 'Present', 'Providing presence (regime/therapy)', 'Effect, Appearance', 'Time', 'Preposition For', 'National citizen', 'WWOX wt Allele', 'Therapeutic procedure', 'Result', 'Delta (difference)', 'Ischemic', 'Outcome of Therapy', 'WAS protein, human', 'Cerebrovascular accident', 'WAS gene', 'Changed status', 'Age', 'Administration procedure', 'Following', 'Symptoms', 'NIH stroke scale', 'Treatment Epoch', 'Changing', 'Logistic Regression', 'Institutes', 'Absent', 'Intellectual scale', 'Linear', 'Change -- procedure', 'therapeutic aspects', 'Symptoms aspect', 'Brain scan', 'treatment - ActInformationManagementReason', 'analysis aspect', 'Weight measurement scales', 'Effect', 'Onset of (contextual qualifier)', 'Wiskott-Aldrich Syndrome', 'Treating', 'Analysis', 'ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated', 'Health', 'Score', 'Assessed', 'Primary']","['bacs', 'clna', 'topp', 'medd', 'fndg', 'qlco', 'hlca', 'diap', 'inpr', 'idcn', 'gngm', 'resa', ' aapp', 'sosy', 'popg', 'ftcn', 'tmco', 'dsyn', 'acty', 'cnce', 'spco', 'qnco', 'orga', 'orgt']"
751,PMC3386495,S106,['12b'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,an unadjusted analysis is also presented.,"['C0936012', 'C1524024', 'C1439367']","['Analysis', 'unadjusted', 'analysis aspect']","['ftcn', 'resa']"
752,PMC3386495,S107,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,"the trial did not meet its original target of 6000 patients, and so was no longer adequately powered to detect a 3% absolute difference in the primary outcome (with 80% power and α=0·05).","['C1274040', 'C1521840', 'C0030705', 'C2986546', 'C0032863', 'C1518422', 'C1515981', 'C0008976', 'C3854080', 'C2347409', 'C0205225', 'C0205313', 'C1549031']","['Clinical Trials', 'Power (Psychology)', 'And', 'Patients', 'Absolute Change', 'Power', 'Target', 'Primary', 'Result', 'Target Lesion Identification', 'Original', 'Original Regulatory Submission', 'Negation']","['hcpp', 'idcn', 'ocac', 'ftcn', 'podg', 'qlco', 'resa', 'diap', 'qnco']"
753,PMC3386495,S108,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,"the statistical-analysis-plan writing committee, which did not have access to the accumulating data, was therefore expanded to include an independent statistician (gordon murray, university of edinburgh, edinburgh, uk) to advise on the correct approach.","['C0085862', 'C1511726', 'C0270724', 'C0043266', 'C2584304', 'C0449445', 'C2349182', 'C0041740', 'C1565156', 'C3714741', 'C1518422', 'C0205229', 'C0038215', 'C0043194', 'C2699414', 'C4283917', 'C1301732', 'C2700399', 'C1299583', 'C1290940', 'C0334957', 'C4050126', 'C0444454', 'C0332257', 'C0599880', 'C3245479', 'C1552866', 'C1421478', 'C1554204']","['Role Class - access', 'Writing (function)', 'Data call receiving device', 'Independent for Transfer', 'Ability to Write question', 'statistician', 'Writing Ability', 'Infantile Neuroaxonal Dystrophy', 'WAS protein, human', 'WAS gene', 'Committee', 'Negation', 'Independently able', 'Approach', 'Planned', 'Include (action)', 'Correct (qualifier)', 'include - SetOperator', 'Treatment Plan', 'Data', 'Universities', 'expanding', 'Including (qualifier)', 'Wiskott-Aldrich Syndrome', 'Science of Statistics', 'Independence', 'Data (eukaryote)', 'Access', 'Writing (occupation or discipline)']","['bacs', 'inpr', 'grup', 'idcn', ' mnob', 'acty', 'gngm', 'ocdi', 'prog', 'medd', 'ftcn', 'spco', 'fndg', 'qlco', 'euka', 'dsyn', 'menp', ' aapp', 'orgt']"
754,PMC3386495,S109,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,the writing group was persuaded by the recent empirical evidence that the ordinal method was both statistically more efficient (effectively reducing the sample size required in stroke trials29) and robust against substantial deviations from the proportional assumption.30,"['C0871511', 'C0043266', 'C2584304', 'C3887511', 'C0441833', 'C0687744', 'C1515981', 'C0442799', 'C4554100', 'C1565156', 'C0025663', 'C0242618', 'C0038215', 'C0205351', 'C0043194', 'C4283917', 'C1880496', 'C0205172', 'C0521124', 'C0449851', 'C0038454', 'C1705429', 'C2986815', 'C0439080', 'C0392756', 'C1514873', 'C4050126', 'C1517320', 'C1519504', 'C1706086', 'C0332185', 'C1257890', 'C1421478', 'C1705428']","['Writing (function)', 'Stroke, CTCAE', 'Both', 'Sample Size', 'Methods', 'And', 'From', 'Reduced', 'Ability to Write question', 'Stage Grouping', 'Writing Ability', 'against', 'WAS protein, human', 'Cerebrovascular accident', 'Requirement', 'User Group', 'Robust', 'WAS gene', 'Ordinal Position', 'Group Object', 'Social group', 'Evidence', 'Writing (occupation or discipline)', 'Empiric', 'Groups', 'More', 'Techniques', 'Wiskott-Aldrich Syndrome', 'Science of Statistics', 'Population Group', 'proportional', 'efficient', 'Test Method', 'Recent']","['bacs', 'inpr', 'idcn', 'lbpr', 'gngm', 'ocdi', 'popg', 'ftcn', 'fndg', 'cnce', 'qlco', 'tmco', 'dsyn', 'menp', ' aapp', 'qnco']"
755,PMC3386495,S110,"['6b', '3b']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",Randomisation and masking,"we therefore specified in the statistical analysis plan an ordinal logistic regression analysis, as a secondary outcome, in which the ohs as a dependent variable had 5 levels: levels 4, 5, and 6 were combined into a single level and levels 0, 1, 2, 3 were retained as distinct.","['C0205436', 'C1515981', 'C0332286', 'C0027627', 'C1274040', 'C0681925', 'C0013675', 'C0205195', 'C0871711', 'C0441889', 'C0439080', 'C1861455', 'C0062074', 'C2946261', 'C1547707', 'C3539897', 'C0205171', 'C0087136', 'C0456951', 'C1415458', 'C3889277', 'C0268353', 'C0175668']","['Level', 'And', 'Floor - story of building', 'into', 'STOMATOCYTOSIS I', 'Have', 'Secondary to', 'Unmarried', 'Dependent Variable', 'HADH gene', 'level 5', 'Cutis laxa, x-linked', 'logistic regression analysis', 'Ordinal Position', 'Statistical Analysis Plan', 'Singular', 'Combined', 'Neoplasm Metastasis', 'second (number)', 'Levels (qualifier value)', 'Effect Modifier, Epidemiologic', 'HAC protocol', 'Result']","['inpr', 'idcn', 'geoa', 'inch', 'gngm', 'topp', 'neop', 'ftcn', 'fndg', 'qlco', 'resa', 'cgab', ' phsu', 'qnco', 'dsyn']"
756,PMC3386495,S111,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,"in this model the treatment odds ratios between one level and the next were assumed to be constant, so a single parameter summarises the shift in outcome distribution between treatment and control groups.","['C3853906', 'C3887704', 'C0009932', 'C1705169', 'C1515981', 'C1080058', 'C3161035', 'C1274040', 'C3274659', 'C1883708', 'C0205447', 'C3242379', 'C0549193', 'C0039798', 'C3538994', 'C0333051', 'C0441889', 'C1704769', 'C1704711', 'C2350001', 'C2347509', 'C0332282', 'C0028873', 'C2946261', 'C1547707', 'C1948059', 'C0205171', 'C0087136', 'C0087111', 'C0205103', 'C1533734', 'C1522326', 'C3714583', 'C0205117', 'C0520511']","['Model Number', 'Biomaterial Treatment', 'And', 'Adjacent', 'Floor - story of building', 'Level', 'Model', 'Therapeutic procedure', 'Population Parameter', 'Unmarried', 'shift displacement', 'Administration procedure', 'Then', 'Odds Ratio', 'Following', 'Control Groups', 'Intermediate', 'Treatment Epoch', 'Distribution', 'Singular', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'One', 'Assumed', 'Constant (qualifier)', 'Levels (qualifier value)', 'Parameter Value', 'Treating', 'Model - style/design', 'Digital Model Attachment', 'Programming Parameter', 'Result', 'Distributing', 'This (eukaryote)', 'Physical Shift']","['grup', 'inpr', 'phpr', 'idcn', 'geoa', 'inch', 'topp', 'ftcn', 'cnce', 'spco', 'qlco', 'tmco', ' phsu', 'resa', 'euka', 'hlca', 'fndg', 'qnco']"
757,PMC3386495,S112,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Randomisation and masking,"for patients known to be alive at 6 months, but with an unknown ohs, we used the level of function recorded on the 7-day form (ie, measured at 7 days or before discharge from hospital) to impute 6-month functional status.14","['C0439231', 'C0030705', 'C0439673', 'C0233535', 'C3541433', 'C0935587', 'C0348078', 'C2584946', 'C4255237', 'C0332287', 'C0444706', 'C3541902', 'C4551704', 'C1273517', 'C4050014', 'C0332173', 'C1547085', 'C1861455', 'C0598463', 'C0439228', 'C0376315', 'C0586003', 'C0332177', 'C0268353', 'C1522492']","['day', 'Measured Tumor Identification', 'Patients', 'month', 'STOMATOCYTOSIS I', 'butting', '7 days', 'Cutis laxa, x-linked', 'unknown vaccine or immune globulin', 'level of functioning', 'Alive', 'Unknown GENC', 'Daily', 'Formation', 'Monthly (qualifier value)', 'In addition to', 'Measured', 'Form:Finding:Point in time:{Setting}:Document:{Role}', 'Manufactured form', 'used by', 'Qualitative form', 'Discharge from hospital', 'Unknown', 'Alive (finding)', 'Functional Status']","['clna', 'geoa', ' aapp', 'ftcn', 'mnob', 'cnce', 'tmco', 'podg', 'qlco', 'fndg', 'cgab', 'hlca', 'imft', 'mobd', 'diap', 'dsyn']"
758,PMC3386495,S113,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,we chose this simple form of imputation because it effectively classified 6-month outcomes in patients for whom both 7-day and 6-month data were known (data not shown).,"['C1511726', 'C0521125', 'C0439231', 'C0030705', 'C1706086', 'C3245479', 'C0332177', 'C1515981', 'C0332173', 'C0348078', 'C2699638', 'C4321252', 'C0376315', 'C0205352', 'C4255237', 'C3714741', 'C1080058', 'C1522492', 'C1518422', 'C0439228']","['Statistical Imputation', 'day', 'This (eukaryote)', 'Form:Finding:Point in time:{Setting}:Document:{Role}', 'Both', 'Simple', 'And', 'Daily', 'Formation', 'Manufactured form', 'month', 'Patients', 'Qualitative form', 'Data call receiving device', 'Monthly (qualifier value)', 'Data (eukaryote)', 'Data', 'Preposition For', 'WWOX wt Allele', 'Negation']","['clna', 'idcn', 'gngm', 'medd', 'ftcn', 'mnob', 'tmco', 'podg', 'qlco', 'euka']"
759,PMC3386495,S114,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,analyses were done with sas (version 9.2).,"['C0605290', 'C0333052', 'C1823519', 'C1426104']","['SAS', 'NANS gene', 'Version', 'TSPAN31 gene']","['inpr', 'gngm', 'orch']"
760,PMC3386495,S116,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,"the sponsors of the study had no role in design, data collection, data analysis, data interpretation, or writing of the report.","['C1511726', 'C0010995', 'C0684224', 'C0043266', 'C2584304', 'C4255046', 'C3714741', 'C3273238', 'C2983265', 'C0010992', 'C2603343', 'C4283917', 'C3173575', 'C1707689', 'C3887707', 'C4050126', 'C0062074', 'C1705810', 'C0700287', 'C0035820', 'C3539897', 'C3245479', 'C1415458', 'C0459471', 'C3871154']","['Writing (function)', 'Reporting', 'Interpretation:Impression/interpretation of study:Point in time:^Patient:Nominal', 'Role', 'Data call receiving device', 'Ability to Write question', 'Have', 'Writing Ability', 'Regulatory Report', 'HADH gene', 'Data Collection', 'Data Collection Methods', 'Social Role', 'Study', 'Design', 'Data', 'Data Analysis', 'Report (document)', 'Report:Finding:Point in time:{Setting}:Document:{Role}', 'Interpretation Process', 'HAC protocol', 'Generic Role', 'Data (eukaryote)', 'CDISC SEND Study Design Terminology', 'Writing (occupation or discipline)']","['inpr', 'clna', 'idcn', 'acty', 'gngm', 'ocdi', 'ocac', 'topp', 'medd', 'qlco', 'euka', 'resa', 'socb', 'hlca', 'menp', 'qnco']"
761,PMC3386495,S117,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,the corresponding author had full access to all the data in the study and had final responsibility for the decision to submit for publication.,"['C1511726', 'C1515981', 'C4321252', 'C3714741', 'C3853528', 'C0678341', 'C0443225', 'C2603343', 'C1546485', 'C1704324', 'C0034037', 'C0679006', 'C0444454', 'C0062074', 'C0521125', 'C3812881', 'C3539897', 'C3245479', 'C0034036', 'C1415458', 'C0444868', 'C1554204', 'C0205088']","['Role Class - access', 'And', 'Data call receiving device', 'Preposition For', 'Have', 'WWOX wt Allele', 'HADH gene', 'Final', 'responsibility', 'Diagnosis Type - Final', 'Publishing', 'Data (eukaryote)', 'full', 'All', 'Study', 'Publications', 'Data', 'End-stage', 'author', 'HAC protocol', 'Decision', 'Scientific Publication', 'Access']","['inpr', 'inbe', 'idcn', ' mnob', 'gngm', 'prog', 'ocac', 'topp', 'medd', 'ftcn', 'spco', 'qlco', 'euka', 'tmco', 'resa', 'menp', 'qnco']"
762,PMC3386495,S36,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"ist-3 was a pragmatic10 international, multicentre, randomised-controlled, open-treatment trial.","['C3538994', 'C1705169', 'C3887704', 'C0087111', 'C0008976', 'C2911690', 'C1522326', 'C1533734', 'C0175566', 'C1512888', 'C0039798', 'C2587213']","['Open', 'Treatment Epoch', 'Clinical Trials', 'Biomaterial Treatment', 'Treating', 'Administration procedure', 'Disease Controlled', 'Control function', 'International', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'Therapeutic procedure']","['idcn', 'topp', 'ftcn', 'cnce', 'fndg', 'spco', 'resa', 'hlca']"
763,PMC3386495,S37,"['11a', '3a']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,the initial pilot phase was double-blinded and placebo-controlled.,"['C0205390', 'C1705764', 'C0473169', 'C1705765', 'C0205173', 'C1555582', 'C1279901', 'C1705685', 'C1414316', 'C0205265', 'C3890606', 'C1710475']","['Initial (abbreviation)', 'EGR3 wt Allele', 'Doubling', 'Duplicate', 'Initial Usage', 'Firstly', 'EGR3 gene', 'Trial Phase', 'Phase', 'Pilot', 'Double Value Type', 'Initially']","['idcn', 'acty', 'gngm', 'prog', 'clas', 'ftcn', 'qlco', 'tmco']"
764,PMC3386495,S38,['3b'],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"at the end of the pilot phase, since the main phase compared treatment with open control, several additional measures were introduced to minimise bias in the assessment of early and late outcomes.11","['C0079809', 'C0205390', 'C1261322', 'C3887704', 'C1705169', 'C1279919', 'C0205087', 'C1542147', 'C0439064', 'C1515981', 'C0005346', 'C1882979', 'C0473169', 'C0443302', 'C0242568', 'C1707455', 'C1710475', 'C0332287', 'C0175566', 'C0444930', 'C0039798', 'C3538994', 'C4553389', 'C1550141', 'C0205225', 'C0243148', 'C3890606', 'C1711239', 'C1504315', 'C0087111', 'C1414316', 'C1522326', 'C1533734', 'C2746065', 'C3274648', 'C1524062', 'C1516048', 'C2587213']","['Biomaterial Treatment', 'And', 'Evaluation procedure', 'End', 'Therapeutic procedure', 'Main', 'Late', 'Trial Phase', 'Additional', 'Several', 'Pilot', 'Administration procedure', 'Comparison', 'Bias genus', 'Since', 'Stop (qualifier value)', 'Treatment Epoch', 'Study Control', 'EGR3 gene', 'Early', 'Biases', 'Numerous', 'Control function', 'therapeutic aspects', 'control substance', 'treatment - ActInformationManagementReason', 'Bias (Epidemiology)', 'In addition to', 'Scientific Control', 'EGR3 wt Allele', 'True Control Status', 'Open', 'Phase', 'Treating', 'control aspects', 'Measures', 'Assessed', 'Primary']","['idcn', 'bird', 'acty', 'gngm', 'prog', 'clas', 'topp', 'ftcn', 'cnce', 'spco', 'tmco', 'qlco', 'resa', 'hlca', 'sbst', 'qnco']"
765,PMC3386495,S39,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"we have published reports of the rationale for the trial,12 the protocol,13 an update on recruitment, amendments to the protocol and the baseline characteristics of the patients recruited,11 and the statistical analysis plan.14",,,
766,PMC3386495,S40,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,the eligibility criteria can be summarised in terms of the uncertainty principle.15–17,"['C1512693', 'C0087130']","['Inclusion', 'Uncertainty']","['fndg', 'qlco']"
767,PMC3386495,S41,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,inclusion and exclusion criteria are listed in detail in the protocol.13,"['C3715209', 'C4282383', 'C0442711', 'C2599718', 'C1522729', 'C1561567', 'C1507394', 'C1522508', 'C2348563', 'C0680252', 'C0680251']","['detail - Response Level', 'Protocol - answer to question', 'REMS Protocol', 'Clinical trial protocol', 'Clinical trial protocol document', 'Exclusion Criteria', 'inclusion and exclusion', 'Protocols documentation', 'Study Protocol', 'Library Protocol', 'Details']","['ftcn', 'fndg', 'inpr', 'qlco']"
768,PMC3386495,S42,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"briefly, patients were eligible according to the following criteria: they had symp-toms and signs of clinically definite acute stroke; the time of stroke onset was known; treatment could be started within 6 h of onset; and ct or mri had reliably excluded both intracranial haemorrhage and structural brain lesions, which could mimic stroke (eg, cerebral tumour).","['C0678594', 'C0030705', 'C3887704', 'C1705169', 'C1515981', 'C4554100', 'C0751956', 'C1548635', 'C3890166', 'C0024485', 'C0220912', 'C0039798', 'C3538994', 'C0220913', 'C0151699', 'C1824234', 'C0038454', 'C1704787', 'C0243161', 'C1263885', 'C0332282', 'C0311392', 'C1706086', 'C0332162', 'C0040223', 'C0087111', 'C1522326', 'C1533734', 'C0439544', 'C0221505', 'C0206132']","['Age of Onset', 'Stroke, CTCAE', 'Both', 'Biomaterial Treatment', 'And', 'Manufactured sign', 'Patients', 'Time', 'Definite', 'Cerebral Neoplasm', 'Therapeutic procedure', 'Acute Cerebrovascular Accidents', 'Cerebrovascular accident', 'Definitely Related to Intervention', 'Administration procedure', 'Following', 'criteria', 'Magnetic Resonance Imaging Study File', 'Treatment Epoch', 'Physical findings', 'Aspects of signs', 'brain lesion', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'CYREN gene', 'Eligible', 'Intracranial Hemorrhage', 'structure', 'Onset of (contextual qualifier)', 'Treating', 'Magnetic Resonance Imaging']","['inpr', 'idcn', 'gngm', 'topp', 'neop', 'ftcn', 'fndg', 'cnce', 'qlco', 'podg', 'tmco', 'patf', 'mnob', 'dsyn', 'resa', 'spco', 'diap', 'hlca', 'qnco']"
769,PMC3386495,S43,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"additionally, if the patient had a clear indication for intravenous thrombolysis with rt-pa, they were to be treated in accordance with local guidelines.","['C2963144', 'C0220845', 'C0392360', 'C0030705', 'C3146298', 'C0205276', 'C0162791', 'C0520997', 'C1709157', 'C0282423', 'C0348016']","['Guideline [Publication Type]', 'Indication', 'Clear', 'Local', 'Intravenous', 'Patients', 'Negative Surgical Margin', 'Indication of (contextual qualifier)', 'Thrombolysis, function', 'Guidelines', 'guiding characteristics']","['inpr', 'clna', 'idcn', 'spco', 'fndg', 'podg', 'qlco']"
770,PMC3386495,S44,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"equally, if the patient had a clear contraindication to treatment they were not to be entered in the trial.","['C2963144', 'C3539897', 'C0030705', 'C0522473', 'C3714732', 'C1705169', 'C3887704', 'C1518422', 'C0087111', 'C0008976', 'C1521975', 'C1415458', 'C1522326', 'C1533734', 'C0062074', 'C1709157', 'C1301624', 'C0039798', 'C3538994']","['Contraindication', 'Contraindication:Find:Pt:^Patient:Nom', 'Treatment Epoch', 'Clear', 'Clinical Trials', 'Biomaterial Treatment', 'Treating', 'Administration procedure', 'Patients', 'Medical contraindication', 'HAC protocol', 'Negative Surgical Margin', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'Have', 'Entered', 'Therapeutic procedure', 'Negation', 'HADH gene']","['clna', 'gngm', 'topp', 'ftcn', 'fndg', 'cnce', 'qlco', 'podg', 'resa', 'hlca']"
771,PMC3386495,S45,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"only if both the clinician and the patient (or a relevant proxy for the patient) felt that the treatment was promising but unproven, could the patient be included in the trial after appropriate informed consent from the patient or a valid proxy.","['C0030705', 'C1548787', 'C1705169', 'C3887704', 'C2347946', 'C1515981', 'C0008976', 'C0456370', 'C4321252', 'C0871685', 'C1565156', 'C0233535', 'C0021430', 'C0043194', 'C0039798', 'C3538994', 'C0600420', 'C3897813', 'C0521125', 'C0332257', 'C1517320', 'C1706086', 'C0205171', 'C0087111', 'C1522326', 'C1533734', 'C1421478', 'C2349099', 'C0687676', 'C0231290']","['Status post', 'Appropriate', 'Both', 'Biomaterial Treatment', 'And', 'Patients', 'butting', 'From', 'Preposition For', 'WWOX wt Allele', 'Therapeutic procedure', 'WAS protein, human', 'Clinical Trials', 'WAS gene', 'Administration procedure', 'Informed Consent', 'Treatment Epoch', 'Clinician', 'Singular', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'Post', 'Advance Directive - Proxy', 'unproven', 'Relevance', 'Proxy', 'Including (qualifier)', 'Wiskott-Aldrich Syndrome', 'Treating', 'Valid']","['bacs', 'inpr', 'grup', 'rnlw', 'idcn', 'mobd', 'gngm', 'prog', 'topp', 'ftcn', 'cnce', 'podg', 'qlco', 'tmco', 'resa', 'dsyn', 'hlca', ' aapp', 'qnco']"
772,PMC3386495,S46,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"the protocol was approved by the multi-centre research ethics committees, scotland (reference mrec/99/0/78), and by local ethical committees.","['C3715209', 'C0026531', 'C0439064', 'C4282383', 'C0205276', 'C1515981', 'C1514811', 'C2599718', 'C1522729', 'C0442711', 'C1706462', 'C3266262', 'C0036453', 'C0086911', 'C1507394', 'C2348563', 'C0205099']","['Morality', 'Scotland', 'Protocol - answer to question', 'REMS Protocol', 'Clinical trial protocol', 'Local', 'And', 'Clinical trial protocol document', 'Numerous', 'Protocols documentation', 'Study Protocol', 'Central', 'Bibliographic Reference', 'Ethics Committees, Research', 'Library Protocol', 'Reference Object', 'Multiple Chronic Conditions']","['inpr', 'idcn', 'geoa', 'prog', 'spco', 'fndg', 'cnce', 'dsyn', 'qnco']"
773,PMC3386495,S47,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"this study is registered, isrctn25765518.",,,
