file_id,section,sentence,predicted_labels
10225074,method,"The patients were mobilised and offered coffee or tea according to the routines of the recovery room, and were defined as street fit when awake/oriented able to eat, drink, void and walk unassisted without pain or nausea.",['0']
10225074,method,The sevoflurane-sparing effect of nitrous oxide.,['0']
10225074,method,ª N 2 O π N 2 O (nΩ21) (nΩ21,['0']
10225074,statistic,The power of the study was calculated from the consumption values given for constant flow and vapour settings (1 MAC) given by Eger (3).,['7a']
10225074,statistic,The physiochemical properties of sevoflurane give a theoretic sevoflurane consumption of 28 ml/h with a fresh gas flow of 3 l/min.,['0']
10225074,statistic,"The sample size, 21 patients in each group, was calculated in order to detect a difference in sevoflurane consumption of 50% with a standard deviation (SD) of ∫4 ml, using an alpha level of 0.05 and a power of 0.80.",['7a']
10225074,statistic,All values are given as mean and SD.,['0']
10225074,statistic,The groups were compared with analysis of variance and chisquare test when appropriate.,['0']
10225074,statistic,A P-value of less than 0.05 was considered statistically significant.,['0']
10211050,subject,Eight healthy males of mean age 24⋅5 (sd 2⋅1) years and mean BMI 22⋅8 (sd 1⋅1) kg/m 2 entered the study.,['4a']
10211050,subject,"All subjects were non-smokers and none of them was taking medication, had gastrointestinal symptoms, or a history of gastrointestinal disease.",['4a']
10211050,subject,Written informed consent was obtained from all participants and the protocol was approved by the local ethics committee.,['0']
10211050,meal,"The meal used consisted of 250 g cooked vegetables, 35 g cheese, 50 g croutons and 25 g olive oil; its nutrient composition, determined by chemical analysis (Association of Official Analytical Chemists, 1984) , is shown in Table 1 .",['0']
10211050,meal,"This meal was either given in SM form with 300 ml water to drink during its consumption, or in HM form (Minipimer compact, MR 300; Braun) with the addition of the same amount of water.",['0']
10211050,meal,The macroscopic appearance of the two meals was assessed after a preliminary destructive treatment for 1 min with a laboratory blender (Stomacher 400; PBI International) and acidification with 0⋅5 m-HCl to pH 4.,['0']
10211050,meal,"After being left at room temperature for 30 min, the SM was clearly separated into solid and liquid components, whereas the HM formed an apparently uniform viscous phase.",['0']
10211050,meal,Samples of the two meals were also put on a 4 mm 2 aperture sieve for about 15 min.,['0']
10211050,meal,Only 15 % of the HM was retained on the sieve as compared with 75 % of the SM.,['0']
10211050,meal,The material released from the sieve was mainly water when the SM was analysed.,['0']
10211050,experimental procedure,Subjects were studied twice on non-consecutive days during a period of about 2 weeks.,['0']
10211050,experimental procedure,"They were instructed not to eat or drink from midnight before the test, which started between 08.30 and 09.30 hours with the consumption of the meals.",['0']
10211050,experimental procedure,The two meals were given in randomized order and subjects were asked to consume them in 15 min.,['0']
10211050,experimental procedure,"Ultrasound examination of the gastric antral region was performed before the meal (time 0) and at 30 min intervals after the meal for 5 h. Blood samples were obtained from the forearm through a venous cannula (kept patent by slow saline (9 g NaCl/l) infusion) before the meal and 15, 30, 45, 60, 90, 120, 150 and 180 min afterwards.",['6a']
10211050,experimental procedure,"Samples were collected in ice-chilled polypropylene tubes containing EDTA (1 mg/ ml) and aprotinin (500 kIU/ml), and plasma was immediately separated by centrifugation at 4 and stored in portions at -80 until assayed.",['0']
10211050,experimental procedure,"The palatability of the meal, the estimated energy content and the perceived fat content were recorded on 100 mm fixed-point scales.",['0']
10211050,experimental procedure,Subjects were also asked to fill in a satiety-rating questionnaire each time blood was sampled.,['6a']
10211050,experimental procedure,Three questions ('How satiated do you feel?,['0']
10211050,experimental procedure,"', 'How full do you feel?'",['0']
10211050,experimental procedure,and 'How great is your desire to eat?'),['0']
10211050,experimental procedure,already used in previous investigations (Porrini et al.,['0']
10211050,experimental procedure,1995a (Porrini et al.,['0']
10211050,experimental procedure,",b, 1997 ) provided useful information about the satiety condition.",['0']
10211050,experimental procedure,"Subjects were instructed to rate each sensation by drawing a line, parallel to the baseline, across an isosceles triangle (height 150 mm, base 30 mm and area of 2250 mm 2 ) oriented horizontally on the paper with the base on the right-hand side.",['0']
10211050,experimental procedure,The triangle was unbroken and was marked with a word anchor at the apex to indicate the minimum (none) of the experienced sensation and at the baseline for the maximum (extreme).,['0']
10211050,experimental procedure,The ratings were expressed in mm 2 of area from the apex to the line drawn by the subjects.,['0']
10211050,gastric emptying,Ultrasound examination was performed with a Diagnostic Ultrasound System I model 3535 fitted with a high-resolution real-time scanner (model 8524; B&K Medical) with a 3⋅5 MHz linear array transducer.,['0']
10211050,gastric emptying,All subjects were studied in the upright position.,['0']
10211050,gastric emptying,The cross-sectional area of the gastric antrum was measured on the sagittal plane passing through the superior mesenteric vein.,['0']
10211050,gastric emptying,"The longitudinal and antero-posterior diameters were measured twice at each time-point during inter-persistaltic gastric relaxation, the mean was obtained and the antral area was calculated assuming an elliptical shape ( Bolondi et al.",['0']
10211050,gastric emptying,1985) .,['0']
10211050,gastric emptying,"When the antral area returned to basal value and remained unchanged for at least 30 min, gastric emptying was considered ended.",['0']
10211050,gastric emptying,Half emptying time was calculated from the linear part of the emptying curve ( Duan et al.,['12a']
10211050,gastric emptying,1993; Acalovschi et al.,['0']
10211050,gastric emptying,1997) .,['0']
10211050,gastric emptying,The same operator performed all the ultrasound studies and was unaware of the type of meal consumed.,['0']
10211050,cholecystokinin assay,CCK was measured by radioimmunoassay in plasma extracted on SEP-PAK 18C cartridges (Shoelson et al.,['0']
10211050,cholecystokinin assay,1986) .,['0']
10211050,cholecystokinin assay,"A commercially-available antibody (C2581, Lot 105H4852; Sigma Chemical, St Louis, MO, USA) raised in rabbits against synthetic sulfated CCK-8 was employed.",['0']
10211050,cholecystokinin assay,"This antibody binds all CCK peptides containing the sulfated tyrosine residue in position 7, shows a 26 % cross-reactivity with unsulfated CCK-8, less than 2 % cross-reactivity with human gastrin I, and does not bind to structurally-unrelated peptides.",['0']
10211050,cholecystokinin assay,"The working dilution was 1:25 000 (w/v) in RIA buffer (50 mm-phosphate, pH 7⋅4, containing 10 mm-EDTA and gelatin (2 g/l)).",['0']
10211050,cholecystokinin assay,"Synthetic sulfated CCK-8 (Sigma Chemical) was used as standard and sulfated CCK-8 125 I-labelled with Bolton and Hunter reagent (Amersham International, Amersham, Bucks., UK) was used as tracer.",['0']
10211050,cholecystokinin assay,Incubation was performed at 4 for 48 h. Separation of free and bound tracer was achieved by the 522 A. Santangelo et al.,['0']
10211050,cholecystokinin assay,double-antibody technique.,['0']
10211050,cholecystokinin assay,The 95 % confidence detection limit was 1⋅2 pg/tube and the intra-and inter-assay CV were 6⋅4 and 11⋅7 % respectively.,['0']
10211050,cholecystokinin assay,To monitor the peptide loss during the extraction procedure 125 I-labelled CCK-8 (500 counts/min) was routinely added to the plasma samples and the mean recovery was 86 (sd 6) %.,['0']
10211050,cholecystokinin assay,"Plasma extracts tested at three different dilutions yielded constant final peptide values, after correction for the dilution factors.",['0']
10211050,statistical analysis,Results are given as means with their standard errors of means.,['0']
10211050,statistical analysis,Postprandial data were computed at each time-point by subtracting basal values and the integrated areas under these curves (AUC) were calculated using the trapezoidal rule.,['12a']
10211050,statistical analysis,"Satiety sensation, gastric-emptying rate and plasma CCK concentration were evaluated using a one-way repeated-measures analysis of covariance with time as covariate and type of food (SM or HM) as dependent variable; means were compared using the least significant difference test.",['12a']
10211050,statistical analysis,Student's paired t test was employed to evaluate the difference in cognitive perception and AUC values.,['12a']
10211050,statistical analysis,Relationship between variables were assessed by linear regression analysis.,['12a']
10211050,statistical analysis,A P<0⋅05 was considered statistically significant.,['0']
10211050,statistical analysis,"The computer program STATISTICA for Windows (StatSoft Inc., Tulsa, OK, USA) was used for the analysis.",['12a']
10217552,patient and screening,Individuals who had recently completed opioid detoxification programs and who were interested in continuing treatment to maintain abstinence from opioids were recruited to participate.,['4a']
10217552,patient and screening,"Most of the patients had been participants in an 8-day inpatient study comparing the effectiveness of buprenorphine alone or in combination with naltrexone for opioid detoxification (Montoya et al., 1994; Umbricht- Schneiter et al., 1997 ).",['0']
10217552,patient and screening,"Males and females were eligible for the study if they were between the ages of 18 and 65 years, met DSM IIIR criteria for opioid dependence within the past 60 days, but were not currently physically dependent on opioids.",['4a']
10217552,patient and screening,"Individuals were excluded if they presented with a current major psychiatric disorder, severe current medical illness, were pregnant or lactating, were currently in an institutional residence (e.g.",['4a']
10217552,patient and screening,jail) or had a known allergy to naltrexone or naloxone.,['4a']
10217552,patient and screening,"The study was approved by the appropriate Institutional Review Boards, and patients signed the approved clinical research consent form prior to participation.",['0']
10217552,patient and screening,"During intake all volunteers underwent physical examination and laboratory testing and psychological evaluation on the following screening tools: Addiction Severity Index ( McLellan et al., 1985) , National Institute of Mental Health Diagnostic Interview Schedule ( Robins et al., 1981) , Symptom Check List-90-Revised (Derogatis, 1977) , and Shipley Institute of Living Scale (Zachary, 1986) .",['6a']
10217552,patient and screening,"To avoid precipitation of withdrawal symptoms, prior to initiation of the naltrexone treatment, patients were required to provide an opioid-negative urine specimen and had to report not having used an opioid in the last 72 h. Prior to receiving the first naltrexone dose, subjects were given a naloxone challenge (0.4 mg, i.m.)",['4a']
10217552,patient and screening,"and observed for 2 h. If the subject did not show withdrawal effects by the end of 2 h, a 50 mg dose of naltrexone was administered and the subject was observed for an additional 2 h. After the first naltrexone dose, the dosing procedures were as described below.",['0']
10217552,patient and screening,Naloxone challenge was omitted for some patients who were known to have received naltrexone during inpatient detoxification.,['0']
10217552,standard treatment,All subjects were offered naltrexone 3 days a week and counselling once a week.,['5']
10217552,standard treatment,Medication was given to subjects in the clinic under staff observation.,['0']
10217552,standard treatment,"Doses of naltrexone were 100 mg on Mondays and Wednesdays, and 150 mg on Fridays.",['5']
10217552,standard treatment,"This dosing regimen was chosen because it required only three clinic visits a week, and because its safety and efficacy in heroin blockade had been demonstrated in clinical pharmacology studies (Verebey et al., 1976) .",['0']
10217552,standard treatment,Individual counselling was available once a week with an experienced masters-level counsellor.,['0']
10217552,standard treatment,"The counselling was manualized, 'An integrated interpersonal/cognitive/behavioral counselling approach to the treatment of cocaine abusers', and consisted of 21 modules that could be applied depending on the specific problems of the patient (L. Covi and C. Baker, unpublished).",['0']
10217552,standard treatment,Patients were discontinued from the study if they missed three consecutive scheduled visits.,['0']
10217552,standard treatment,"Patients were encouraged to continue treatment after discharge from the study, and referrals were available to any patients who requested assistance in locating another treatment program.",['0']
10217552,standard treatment,Medical monitoring was conducted on a regular basis.,['0']
10217552,standard treatment,Vital signs were collected at each treatment visit.,['0']
10217552,standard treatment,Serum pregnancy tests were conducted during intake and at 4-week intervals in all female subjects.,['0']
10217552,standard treatment,A blood chemistry panel was drawn every 4 weeks to monitor for hepatotoxicity.,['0']
10217552,standard treatment,Nurses interviewed patients weekly for side effects.,['0']
10217552,data collection,"On Monday, Wednesday, and Friday of every week, subjects provided urine specimens observed by trained laboratory technicians and tested for the following drugs of abuse: opioids, cocaine, benzodiazepines, amphetamines, phencyclidine, and marijuana.",['0']
10217552,data collection,"Qualitative testing was conducted with an Enzyme Multiplied Immunoassay Technique (EMIT; Syva Corp., Palo Alto, California) system that gave qualitative results with concentration cut-offs for positive specimens of 300 ng/ml for opiates, cocaine, benzodiazepines, and barbiturates, 1000 ng/ml for amphetamines, 50 ng/ml for marijuana, and 25 ng/ml for phencyclidine.",['0']
10217552,data collection,Self-reported drug use was collected at each visit.,['0']
10217552,data collection,"Subjects were asked whether they had used any drugs in the last 24 h and, if so, how much.",['0']
10217552,data collection,Nurses also collected subject reports of side effects weekly.,['0']
10217552,experimental condition,Assignment to experimental group was done after patients passed the naloxone challenge.,['0']
10217552,experimental condition,Patients who did not receive a naloxone challenge because of recent naltrexone administration during detoxification were assigned to experimental groups immediately after their informed consent was obtained.,['0']
10217552,experimental condition,"Patients were randomly assigned to one of three groups: contingent group, non-contingent control group, and no voucher control group.",['0']
10217552,experimental condition,Patients assigned to the contingent group earned vouchers for each naltrexone dose ingested.,['0']
10217552,experimental condition,"Two independent reinforcement schedules were in place ( Higgins et al., 1994) .",['0']
10217552,experimental condition,"Under one schedule, the value of the vouchers began at $2.50 and increased in value by $1.50 for each consecutive dose ingested.",['0']
10217552,experimental condition,"If the subject did not ingest a scheduled dose, the subject did not receive a voucher, and the value of the next earned voucher was reset to $2.50.",['0']
10217552,experimental condition,"In addition, for every three consecutive naltrexone doses ingested, subjects earned an additional voucher worth $10.00.",['0']
10217552,experimental condition,A subject who ingested all naltrexone doses for 12 consecutive weeks could earn a total of $1155 (average $13.75/day).,['0']
10217552,experimental condition,The vouchers were exchangeable for goods and services (e.g.,['0']
10217552,experimental condition,"passes to the movies, exercise equipment, drivers license, gift certificate) that would support a drug-free lifestyle.",['0']
10217552,experimental condition,"When the subject accumulated enough vouchers to purchase a desired item, a staff member reviewed the request to determine whether the desired item was consistent with that patient's treatment goals.",['0']
10217552,experimental condition,Items were purchased by staff members and given to patients in the clinic; no money was given directly to patients.,['0']
10217552,experimental condition,Patients assigned to the non-contingent control group received vouchers independent of whether or not they ingested scheduled naltrexone.,['0']
10217552,experimental condition,Vouchers in this group were matched to those given in the contingent group: each patient in the non-contingent control group was randomly linked to a patient in the contingent group.,['0']
10217552,experimental condition,"For each clinic visit numbered from one to 36 (three/week for 12 weeks) that the contingent patient earned a voucher for ingesting a naltrexone dose, the non-contingent control patient received a voucher of equal value for attending clinic and providing a urine specimen.",['8a']
10217552,experimental condition,"If the non-contingent control patient did not meet these criteria on a clinic visit on which he/she was scheduled to receive a voucher, the voucher was forfeited; patients were not told when they had missed an available voucher.",['0']
10217552,experimental condition,Patients assigned to the no voucher control group did not receive any vouchers.,['0']
10217552,experimental condition,Naltrexone and weekly counselling were available to patients in both control groups.,['0']
10217552,data analysis,Intake measures were analyzed by analysis of variance (ANOVA) for continuous variables or  2 for categorical variables.,['12a']
10217552,data analysis,"A single-factor ANOVA with group (contingent, non-contingent, and no voucher) as a factor was used to analyze number of naltrexone doses ingested, maximum number of consecutive naltrexone doses ingested, number of clinic visits, duration of treatment, and proportion of urine specimens positive for illicit drugs.",['12a']
10217552,data analysis,Between-group comparisons were made using the Tukey test.,['12a']
10217552,data analysis,Statistical tests were considered significant at P 505 and were two-tailed.,['12a']
10223394,material and method,"This was a phase 1 safety screening study, conducted in a randomised double blind, parallel group comparison design.",['3a']
10223394,material and method,"The first phase compared 1% MMPP mouthwash, with or without 0.1% SLS, with placebo.",['0']
10223394,material and method,The second phase compared a 5% MMPP dentifrice with a placebo dentifrice.,['0']
10223394,material and method,The protocol for the study was approved by the local ethical committee.,['0']
10223394,material and method,"Prior to the commencement of the study, all volunteers were thoroughly informed of the purpose of the trial and possible associated risks and provided with a written information sheet.",['0']
10223394,material and method,All participants voluntarily indicated their consent and agreement to participate by signing an information and consent form.,['0']
10223394,material and method,"The study was designed, conducted and reported in accordance with the ethical principles that have their origin in the Declaration of Helsinki, Finland 1964 , as amended at the World Medical Assembly, Hong Kong 1989.",['0']
10223394,subject,"From an initial group of 311 clinically healthy volunteers a final group of 131 subjects (56 male, age range 21-53 years, median age 23 years) were selected to participate in the study on the basis of positive oral candida carriage (greater than 50 colony forming-units per ml of whole unstimulated saliva), lack of clinical evidence of oral candidal lesions, and a medical history suggesting no underlying immunocompromised state or systemic drug use (Table 1) .",['4a']
10223394,subject,Serotesting for HIV was not performed.,['0']
10223394,subject,The trial extended over 8 weeks.,['0']
10223394,subject,An initial period of 2 weeks prior to the start of the use of test product was needed in order to obtain relevant baseline data required for stratification and test rinse and dentifrice allocation provided by a biometrician.,['0']
10223394,subject,"The subjects were randomly divided into 3 groups to receive a mouthrinse containing MMPP with or without sodium lauryl sulphate (SLS), and a placebo mouthwash, and into 2 groups to receive a dentifrice containing MMPP, or a placebo dentifrice (Table 1) .",['0']
10223394,subject,"Subjects were stratified (using paper stratification) according to gender, candida levels (log scale) in saliva at baseline and baseline plaque index scores.",['0']
10223394,subject,"Table 1 defines all subjects who qualified for the study but the drop-out resulted in smaller numbers who completed the complete protocol, as shown below in Tables 3, 4 .",['0']
10223394,subject,"Subjects were all provided with new multitufted toothbrushes (Proctor & Gamble) ad libitum, and placebo dentifrice (Crest Decay Prevention; Proctor & Gamble) and asked to carry out their normal oral hygiene procedures.",['0']
10223394,subject,"The experimental test period was 5 weeks, followed by a 1 week post-treatment surveillance period.",['0']
10223394,subject,"Those using the mouthrinses were instructed to use 15 ml of these twice daily, morning and evening for 30 s, timed with an egg-timer provided.",['5']
10223394,subject,Those using dentifrices were instructed to use these twice daily for 1-min periods but omit the Crest dentifrice.,['5']
10223394,subject,Diaries were provided for recording product use and any adverse effects.,['0']
10223394,assessment of oral soft tissue,"Clinical examinations of the oral soft tissue and saliva sampling for candidal and bacterial assays, took place at baseline, 2 weeks after baseline and then weekly during the five weeks of test rinse or dentifrice use, and one week after ending its use.",['0']
10223394,assessment of oral soft tissue,A general examination of the oral soft tissues served the purpose of documenting the tissue tolerance and safety of the treatment vehicles.,['0']
10223394,assessment of oral soft tissue,Clinical observations were recorded on specially designed forms.,['0']
10223394,assessment of oral soft tissue,Special emphasis was placed on recording any oral lesions that might indicate topical irritation or candidosis induced by the test or placebo mouthrinses or dentifrices.,['0']
10223394,assessment of oral soft tissue,Any white or red mucosal lesions were examined for active candidosis by taking a smear for candidal hyphae.,['0']
10223394,plaque assessment,"Supragingival plaque accumulation was recorded using the plaque index (PI) of Lö e (1967), scoring 4 sites on each tooth, at baseline and again after 5 weeks of rinse or dentifrice use.",['0']
10223394,culture and identification of salivary microflora,"At least 2 ml of unstimulated whole saliva was collected from each subject, in a sterile plastic container, at least 1 h after the most recent use of the test or placebo product.",['0']
10223394,culture and identification of salivary microflora,Then 1 ml volume of the saliva was immediately aliquoted into a bottle of 4 ml of transport fluid containing no antimicrobials (yeast extract 5 g; Bacto-peptone 1 g; NaCl 8.5 g; cysteine HCl 0.5 g; Na 2 HPO 4 0.868 g; KH 2 PO 4 0.528 g; DABCO 0.9 g; Tween 80 1 g; glycerol 150 ml; de-ionised double distilled water 850 ml; pH 7.0).,['0']
10223394,culture and identification of salivary microflora,"Samples were labelled with the subject's initials and number, and taken immediately on ice to the laboratory, and then kept at 4aeC.",['0']
10223394,culture and identification of salivary microflora,"Not later than 24 h after collection (and typically within 6 h), the samples were diluted using 2-fold then serial log dilutions to 10 ª3 in transport fluid and plated at appropriate dilutions on to selective and nonselective media (Table 2 ) using a spiral plater ( Autoplate 3000, Spiral Biotech, Bethesda, MD, USA).",['0']
10223394,culture and identification of salivary microflora,"Plates were incubated under appropriate conditions and colonies ifentified by morphotype and counted, selected colonies being examined by Gram staining to confirm speciation ( Rogosa et al.",['6a']
10223394,culture and identification of salivary microflora,"1958 , Zylber & Jor- dan 1982 (Table 2) .",['0']
10223394,culture and identification of salivary microflora,"A subset of 12 subjects was identified from each group, 6 male and 6 female, balanced according to low/high Candida counts, for assessment of microbiological profiles.",['6a']
10223394,culture and identification of salivary microflora,"Salivary counts of candida species were obtained weekly and full microbiological profiles for total anaerobes, streptococci, Actinomyces, fusobacteria and Viellonella obtained from this subset of 12 subjects in each at weeks 0, 1, 3, 5. and the follow-up week.",['0']
10223394,culture and identification of salivary microflora,Salivary sampling was used to validate the microbiogical collection and analysis methods.,['0']
10223394,adverse clinical event,Any adverse events occurring during the course of the study were reported and documented on an Adverse Reaction Report form.,['6a']
10223394,adverse clinical event,Development of tooth staining or candida lesions or erythematous mucosal lesions were recorded on a special form.,['0']
10223394,adverse clinical event,"In the case of medical emergency, the investigator had immediate access, if necessary, to the treatment each subject had received without breaking the double-blind nature of the study for the rest of the subjects.",['0']
10223394,adverse clinical event,This file also served the investigator in verifying the treatment assignments at the completion of the study.,['0']
10223394,statistical design and analysis method,"The statistical analysis comprised 2 populations of interest; (1) eligible subjects (i.e., receiving study medication) and (2) non-protocol deviators.",['0']
10223394,microbial assessment,Between-mouthrinse differences in changes of average log salivary candida counts were investigated using the nonparametric Kruskal-Wallis test.,['12a']
10223394,microbial assessment,"To reduce the risk of reporting false positive results, the Mann-Whitney test was performed to investigate pairwise comparisons only where the overall betweenmouthrinse difference was statistically significant at the 10% level.",['12a']
10223394,microbial assessment,"At each post-baseline visit, within-mouthrinse differences from baseline were assessed using the non-parametric Wilcoxon Matched-pairs test.",['12a']
10223394,microbial assessment,Between-dentifrice differences in changes of average log salivary candida counts were investigated using the nonparametric Mann-Whitney test.,['12a']
10223394,microbial assessment,"At each post-baseline visit, within-dentifrice differences from baseline were assessed using the non-parametric Wilcoxon Matched-Pairs test.",['12a']
10223394,plaque assessment,"Between-mouthrinse differences in average whole mouth plaque scores were investigated using the parametric analysis of covariance, with the baseline score as the covariate.",['12a']
10223394,plaque assessment,"To reduce the risk of reporting false positive results, the t-test was performed to investigate pairwise comparisons only where the overall between-mouthrinse difference was statistically significant at the 10% level.",['12a']
10223394,plaque assessment,"At each post-baseline visit, within-mouthrinse differences from baseline were assessed using the parametric paired ttest.",['12a']
10223394,plaque assessment,"Between-dentifrice differences in average whole mouth plaque scores were investigated using the parametric analysis of covariance, with the baseline score as the covariate.",['12a']
10223394,plaque assessment,"At each post-baseline visit, within-dentifrice differences from baseline were assessed using the parametric paired t-test.",['12a']
10223779,method,Twenty healthy male subjects participated in this study.,['0']
10223779,method,"The subjects were between 22 and 49 years old (mean age, 28.3 years), heights were between 154 and 186 cm (mean height, 173.3 cm), and weights were between 52 and 89 kg (mean weight, 65.9 kg).",['0']
10223779,method,All subjects were within 10% of ideal body weight and had normal physical and laboratory findings in their prestudy evaluations.,['0']
10223779,method,Specific exclusion criteria were a positive test for Helicobacter pylori (assessed by 13 C-urea breath test) and a medical history of chronic gastrointestinal disease or acute gastrointestinal disease within the last 6 months.,['4a']
10223779,method,"Concomitant medication was not allowed during the entire study, including aspirin, vitamins, and mineral supplements, and antacids were not permitted.",['5']
10223779,method,"Before the study was started, the ethics committee of the University Hospital in Basel approved the study protocol (February 1995) , and written informed consent of the subjects was obtained.",['0']
10223779,method,Drugs.,['0']
10223779,method,Lanreotide was supplied by IPSEN International Ltd. Vials that contained 3000 µg lyophilisate of lanreotide were reconstituted in 1 mL solvent.,['0']
10223779,method,Reconstituted lanreotide was diluted in 600 mL isotonic saline solution.,['0']
10223779,method,Placebo was supplied by the sponsor in vials identical to those used for lanreotide that contained lyophilisate of placebo.,['11b']
10223779,method,Placebo was given in the same way and in the same volume as the active compound.,['0']
10223779,method,"Infusion solutions were prepared under aseptic conditions by the University of Basel Hospital Pharmacy by a person not involved in the study, making it possible to deliver the infusions in a double-blind fashion.",['5']
10223779,method,Intragastric pH measurements.,['0']
10223779,method,"After an overnight fast, a combined glass electrode (Ingold M4; Ingold AG, Urdorf, Switzerland) was calibrated at 20°C with commercial buffer solutions and passed transnasally so that the tip was placed 8 to 10 cm below the cardia (position confirmed by fluoroscopy).",['0']
10223779,method,The electrode was then firmly attached to the nose with tape to prevent further migration.,['0']
10223779,method,Intragastric pH measurements lasted from 8:30 AM over a 24-hour period to 8:30 AM the next morning.,['6a']
10223779,method,"Measurements were stored on a portable data logger (Medical Instruments Corporation AG, Solothurn, Switzerland).",['6a']
10223779,method,The technique has been described in detail previously.,['0']
10223779,method,"11, 12 Gallbladder measurements.",['0']
10223779,method,"Gallbladder volumes were measured by sonography with an ALOKA 2000SSD ultrasound machine with a 3.5 MHz sector probe (Aloka Ltd; Buchs, Switzerland).",['0']
10223779,method,The technique has been described in detail previously.,['0']
10223779,method,"13 In brief, longitudinal and cross-sectional diameters of the gallbladder were recorded at each time point.",['0']
10223779,method,"Based on this information, gallbladder volumes were estimated by the software of the machine with calculation of rotational ellipsoids.",['0']
10223779,method,All images were recorded on file.,['0']
10223779,method,Protocols.,['0']
10223779,method,Two consecutive study protocols were done; both of them were placebo-controlled crossover studies in which subjects were allocated in random order to different lanreotide doses.,['3a']
10223779,method,"The randomization was performed by the University Hospital Pharmacy, and the code was not broken until the end of the studies.",['0']
10223779,method,"Each study protocol consisted of 4 experimental days, a placebo day, and 3 days when the 3 different lanreotide doses were tested.",['0']
10223779,method,There was always a washout period of at least 7 days between the different experiments.,['0']
10223779,method,The first protocol was a 24-hour pH-metry study with continuous infusions in 12 volunteers.,['5']
10223779,method,"The infusions for placebo or lanreotide (50, 100, or 200 µg/h) were freshly prepared each morning in the hospital pharmacy.",['5']
10223779,method,"Infusions were given through an indwelling antecubital cannula, starting at 8:30 AM and continuing for 24 hours.",['5']
10223779,method,At specific time points standardized test meals were given.,['0']
10223779,method,Blood was drawn at various time points for plasma lanreotide and plasma gastrin measurements.,['6a']
10223779,method,"Eight subjects participated in the second protocol, which was again a 4-period, double-blind, placebocontrolled, balanced crossover study.",['3a']
10223779,method,"On 4 days, separated by at least 1 week, subjects received either saline solution (placebo) or 1 of 3 doses of lanreotide (50, 100, or Diarrhea 0/0/0 4/0/0 3/1/1 6/0/0 Abdominal pain and cramping 0/0/0 1/0/0 2/0/1 4/5/0 Vomiting 0/1/0 0/0/0 0/0/0 1/0/0 Tiredness 0/0/0 1/0/0 0/0/0 1/0/0 TOTAL 0/1/0 6/0/0 5/1/2 12/5/0 Data are given as numbers of subjects who had mild, moderate, or severe adverse reactions per treatment group.",['0']
10223779,method,Vomiting occurred 13 hours after start of infusions once in the placebo group and intermittently over a period of 5 hours in the group receiving 200 µg/h lanreotide.,['5']
10223779,method,"Onset of other gastrointestinal adverse effects was 11 to 25 hours after the start of treatments, and duration of symptoms was 8 to 32 hours.",['6a']
10223779,method,"All symptoms resolved spontaneously, and no treatment was required.",['0']
10223779,method,200 µg/h).,['0']
10223779,method,"On the evening before each study, subjects swallowed a single-lumen feeding tube.",['0']
10223779,method,During the night the tip was allowed to migrate to the duodenum.,['0']
10223779,method,"Before the abdominal sonographic measurements were started, the correct position of the tube was verified by fluoroscopy (tip of the tube lying near the ligament of Treitz).",['0']
10223779,method,There was a 45-minute basal period when the duodenum was not perfused.,['0']
10223779,method,"After this control period gallbladder contraction was stimulated with a liquid test meal (Ensure plus, 1.5 kcal/mL), which was perfused into the duodenum at a rate of 3 mL/min.",['0']
10223779,method,This perfusion rate should mimic gastric emptying rate of a mixed liquid meal.,['0']
10223779,method,"Blood was drawn for plasma cholecystokinin, and gallbladder sonograms were performed at various time points over the study period.",['0']
10223779,method,Radioimmunoassays.,['0']
10223779,method,"Plasma concentrations of lanreotide were measured by radioimmunoassay by Lasa (Barcelona, Spain).",['6a']
10223779,method,Cholecystokinin plasma concentrations were determined by radioimmunoassay that has been described in detail previously.,['0']
10223779,method,"14, 15 The OAL656 antibody shows no cross-reaction with gastrin and detects all sulfated isoforms of cholecystokinin (CCK).",['0']
10223779,method,"Bolton Hunter iodinated CCK33 was used as the tracer, and human CCK33 was used as the standard.",['0']
10223779,method,The limit of quantification was 3 pmol/L.,['0']
10223779,method,Gastrin levels were determined by a commercial available radioimmunoassay.,['0']
10223779,method,Pharmacokinetic analysis.,['0']
10223779,method,"Plasma for the measurement of drug levels and gastrin (G-17) were obtained before the study drug infusion started and 5, 15, 30, 60, 120, 360, 720, 1440 (24 hours), 1560 (26 hours), 1680 (28 hours) 1800 (30 hours), 1920 (32 hours), and 2880 (48 hours) minutes after the drug infusions were started.",['6a']
10223779,method,The pharmacokinetic data were evaluated by noncompartmental analysis that comprised area under the plasma concentration-time curve (AUC) and steadystate plasma concentrations.,['12a']
10223779,method,AUC was calculated by linear trapezoidal rule from 0 to 48 hours after administration.,['12a']
10223779,method,Parameters were analyzed by ANOVA with rows (subject) and column (treatment) effects.,['0']
10223779,method,"If significant differences were detected for the treatment effect, ANOVA was followed by Scheffe's multicomparison test for pairwise comparisons.",['12a']
10223779,method,"Dose-response curves for inhibition of cholecystokinin secretion were evaluated by the sigmoidal E max model 12 with nonlinear regression analysis (Origin, version 5.0, Microcal, Northampton, Mass), for which no weights were assigned to the data.",['12a']
10223779,method,"By means of this analysis, estimates were obtained of the maximum effect (E max ), the dose to produce a half-maximal effect (ED 50 ), the baseline effect (E 0 ), and the sigmoidicity parameter γ.",['0']
