,PMCID,sentence_id,CONSORT_Item,labels,section,text
872,PMC3489506,S36,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study population,"children were eligible to participate if they were aged between 3 years and 15 years 8 months at registration visit, had a neurodevelopmental disorder scoring 1.5 sd or more below the mean on the adaptive behaviour assessment system (abas),11 and had a sleep disorder reported by parents for at least the past five months characterised as failing to fall asleep within one hour of “lights off” in three nights out of five or achieving less than six hours of continuous sleep in three nights out of five, or both."
873,PMC3489506,S37,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study population,children were required to be free from drugs that could cause sleepiness and no have taken no melatonin within the preceding five months.
874,PMC3489506,S38,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study population,"at registration, parents/carers were provided with a booklet of advice on previously trialled and standardised sleep behaviour treatment.12"
875,PMC3489506,S39,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study population,this was used as a run in to ensure that children who progressed to the randomisation phase did not include those whose sleep disorder could have been amenable to treatment with non-pharmacological intervention.
876,PMC3489506,S40,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study population,"sleep was monitored during the registration period by using sleep diaries completed by parents, and children were randomised if they continued to fulfil the eligibility criteria with the sleep disorder criteria evident from these sleep diaries."
877,PMC3489506,S42,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study intervention,the child’s age appropriate bedtime was established at the start of the registration period and the trial drug was administered 45 minutes before this time either orally or through a feeding tube if required.
878,PMC3489506,S43,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study intervention,"if the child was tube fed, the capsule was opened and the study treatment suspended in an appropriate medium.12"
879,PMC3489506,S44,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study intervention,"at randomisation, each child was given 0.5 mg."
880,PMC3489506,S45,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study intervention,"at each of four weekly intervals, the child’s sleep pattern, as recorded on the sleep diary, was reviewed and the dose was increased to the next dose increment on the basis that the child fulfilled the sleep disorder eligibility criteria, had received at least five of the possible seven doses in the preceding week, and had not experienced any serious adverse events."
881,PMC3489506,S46,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study intervention,"there was a maximum of three dose increments from 0.5 mg, 2 mg, 6 mg, and a maximum of 12 mg."
882,PMC3489506,S47,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study intervention,step down in dose was possible if adverse effects were experienced at a higher dose.
883,PMC3489506,S48,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study intervention,"participants were followed up for 12 weeks from randomisation with a combination of home visits, telephone calls, and clinic attendance."
884,PMC3489506,S50,"['8a', '8b', '10']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Randomisation,"the trial statistician generated randomisation lists in stata (release 9, college station, tx) in a 1:1 ratio using block randomisation with random variable block lengths of two and four stratified by centre."
885,PMC3489506,S51,['10'],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation,the statistician had no further access until determination of the analysis population.
886,PMC3489506,S52,['11b'],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation,the placebo capsules and contents were identical in internal and external appearance.
887,PMC3489506,S53,['9'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Randomisation,treatment packs were numbered sequentially and dispensed by the pharmacy of each site.
888,PMC3489506,S54,['9'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Randomisation,treatment packs held enough drugs for the 12 week period and allowed for potential dose escalation.
889,PMC3489506,S55,['11a'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation,all trial staff and participants were blind to treatment allocation throughout the trial.
890,PMC3489506,S57,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Measuring sleep,"the trial design included both subjective (diary) and objective (actigraphy) measures of sleep, as recommended by sadeh.13"
891,PMC3489506,S58,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Measuring sleep,"there are benefits with each approach and reasons why the results might not be concordant4 7; for example, sleep diaries would not detect periods when the child was awake but not disturbing the household (a particular concern for determining sleep onset latency), and actigraphy could interpret restless sleep as being awake."
892,PMC3489506,S59,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Measuring sleep,"between registration and study completion, parents were asked to complete weekly sleep diaries."
893,PMC3489506,S60,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Measuring sleep,"the actigraph (micromini-motionlogger, ambulatory monitoring, new york), an accelerometer, is worn on the wrist and movement is monitored continuously and stored within the unit."
894,PMC3489506,S61,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Measuring sleep,subsequent analysis of frequency and pattern of movement by means of validated algorithms permits detection of basic sleep-wake patterns.13
895,PMC3489506,S62,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Measuring sleep,children wore the actigraph continuously between registration and randomisation and the 12th week after randomisation.
896,PMC3489506,S64,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study outcomes,"the primary outcome was total sleep time, measured by diaries completed by parents."
897,PMC3489506,S65,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study outcomes,each night the minutes between the times that the child went to sleep and woke up the next morning were calculated minus any night time awakenings.
898,PMC3489506,S66,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study outcomes,a minimum of five out of seven nights’ data at baseline (the week before randomisation) and during the final week were required and the weekly average calculated at each time point.
899,PMC3489506,S67,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study outcomes,secondary sleep outcomes included total sleep time measured by actigraphy; sleep onset latency measured by diaries and actigraphy; and sleep efficiency (the proportion of time spent in bed asleep) measured by actigraphy.
900,PMC3489506,S68,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study outcomes,"sleep onset latency measured the time taken for a child to go to sleep from “snuggle down” time recorded on the sleep diary for both sleep diary and actigraphy measures, with onset of sleep determined by the respective methods."
901,PMC3489506,S69,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study outcomes,four questionnaires were completed at baseline and at the final visit: the composite sleep disturbance index (csdi; based on allocating scores according to the frequency and duration of sleep problems reported by parents in questionnaires)14 15 16; the aberrant behaviour checklist (abc) to assess behavioural problems17 18; the family impact module of the paediatric quality of life inventory (pedsql) to assess the quality of life of the care giver19; and the epworth sleepiness scale (ess) to assess the daytime sleepiness of the care giver.20
902,PMC3489506,S70,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study outcomes,we used a seven point likert scale to assess parental perception of child’s sleep quality.
903,PMC3489506,S71,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study outcomes,we measured salivary melatonin concentrations for each participant to calculate dim light melatonin onset (dlmo).
904,PMC3489506,S72,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study outcomes,melatonin is a hormone produced by the pineal gland in a circadian rhythm influenced by light levels.
905,PMC3489506,S73,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study outcomes,"concentrations are usually low during the day, but as evening approaches they start to rise sharply peaking at around midnight."
906,PMC3489506,S74,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study outcomes,the beginning of this rise is what is known as the dim light melatonin onset time.
907,PMC3489506,S75,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study outcomes,salivary samples were collected at two time points on the night before the randomisation clinic visit and at the beginning of the 11th week with two nights of trial treatment omitted.
908,PMC3489506,S76,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study outcomes,saliva samples were collected hourly from 5 pm until the child’s usual bedtime.
909,PMC3489506,S77,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study outcomes,a minimum of 2 ml of saliva was obtained by asking the child to spit into a tube or by placing a saliva sponge in the buccal cavity of the child’s mouth.
910,PMC3489506,S78,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study outcomes,saliva samples were also taken for dna analysis to identify genetic polymorphisms associated with the sleep outcomes.
911,PMC3489506,S79,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study outcomes,dna analyses are ongoing.
912,PMC3489506,S81,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Safety assessments,a paediatrician physically examined the children at the screening and final visits.
913,PMC3489506,S82,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Safety assessments,"the frequency and severity of spontaneously reported adverse events were recorded weekly along with prompted reports of adverse events of interest (treatment emergent signs and symptoms) covering somnolence, increased excitability, mood swings, rash, hypothermia, and cough."
914,PMC3489506,S83,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Safety assessments,weekly seizure diaries recording the type and number of seizures were completed for those children with a pre-existing diagnosis of epilepsy.
915,PMC3489506,S84,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Safety assessments,the investigator’s brochure was referred to in the assessment of causality and expectedness.
916,PMC3489506,S86,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Exploratory analyses,"interactions between treatment and autism, the type of sleep disorder (categorised as delayed sleep onset, poor sleep maintenance, or both), baseline measurements, and child’s age and weight were considered for the primary outcome and sleep onset latency as post hoc analyses."
917,PMC3489506,S87,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Exploratory analyses,additional analyses assessed whether there was a change in morning wake up time and number and duration of night awakenings to determine whether the observed increase in total sleep time was explained by reduced sleep onset latency.
918,PMC3489506,S89,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical considerations,"we used the “intention to treat” principle throughout and undertook analyses with sas (version 9.1.3, cary, nc)."
919,PMC3489506,S90,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical considerations,results are presented with 95% confidence intervals.
920,PMC3489506,S91,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical considerations,"continuous outcomes are presented with means and standard deviations at baseline, at study completion (week 12), and for the change from baseline for each group."
921,PMC3489506,S92,"['12a', '12b']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical considerations,"we used analysis of covariance to adjust results for the dependent variables (total sleep time, sleep onset latency) measured at baseline and in exploratory analyses for treatment covariate interactions."
922,PMC3489506,S93,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical considerations,the trial was originally designed with two primary outcomes: total sleep time according to the sleep diary and sleep onset latency measured with actigraphy.
923,PMC3489506,S94,['6b'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",Statistical considerations,during trial recruitment we observed high rates of missing data (66%) for actigraphy so we re-designated sleep onset latency as a secondary outcome and removed the bonferroni multiplicity adjustment21 in a protocol amendment.
924,PMC3489506,S95,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical considerations,the process adopted in protecting trial validity was that suggested by evans.22
925,PMC3489506,S96,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Statistical considerations,total sleep time was powered at 80% with a 5% significance level to detect a change from baseline of one hour between the melatonin and placebo group with a common standard deviation of 1.7.23 24
926,PMC3489506,S97,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Statistical considerations,"allowing for 20% missing data based on observed rates at the time of the amendment, we calculated we needed 57 participants in each group."
927,PMC3489506,S98,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Statistical considerations,"we reassessed the estimate of the common standard deviation used in the sample size calculation after the first 20 participants as 1.2 (95% confidence interval 0.8 to 1.7), and the independent data safety monitoring committee recommended the trial continue without revision of the sample size calculation for the estimated standard deviation used."
928,PMC3502035,S36,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Methods,the australian universal health insurance scheme (medicare) provides citizens with free access to public hospitals and reimbursed access (70% of services with no co-payment) to a widespread network of primary care or general practice clinics.
929,PMC3502035,S37,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Methods,"a parallel system, the pharmaceutical benefits scheme, provides subsidised drug treatment to all australians, with capped payments for those with a chronic illness; most prescriptions for drugs being generated by general practitioners managing people with chronic conditions such as hypertension."
930,PMC3502035,S39,['4b'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Participants,study participants were recruited by 260 general practitioners from 119 general practices distributed throughout every state and territory of australia except the sparsely populated northern territory.
931,PMC3502035,S40,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Participants,"people routinely managed by these doctors were potentially eligible to participate if they were aged 18 or more, had a diagnosis of hypertension requiring active drug treatment according to guidelines, and consented to participate."
932,PMC3502035,S41,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Participants,"we excluded people who had a mean initial systolic blood pressure of 180 mm hg or more while sitting, were prescribed three or more antihypertensives; had moderate to severe renal disease (clinical diagnosis or estimated glomerular filtration rate <60 ml/min/1.73m2), or had contraindications to angiotensin receptor blockers, calcium channel blockers, or thiazide diuretics."
933,PMC3502035,S42,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Participants,"recruitment took place from july 2009 to december 2010, with follow-up completed in july 2011."
934,PMC3502035,S44,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"this was an open label, two arm, randomised trial comparing an intensive blood pressure management strategy with usual care (control).13"
935,PMC3502035,S45,"['8a', '8b']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Study design,"randomisation was by computer generated, group assignment stratified according to nominated blood pressure target (three strata) and block randomisation (units of 12) per general practitioner."
936,PMC3502035,S46,['10'],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,an independent data management team at baker idi coordinated a standardised protocol for randomising participants over the telephone.
937,PMC3502035,S47,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,participants were assigned to the groups using a prespecified ratio of 1:2 for usual care versus intervention (with a further ratio of 1:2 within the intervention arm to assign participants to a monotherapy strategy and to two possible combined treatment strategies).
938,PMC3502035,S48,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,quality control of the sites and general practitioners was achieved by visits before randomisation and at study end.
939,PMC3502035,S49,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"the study was independently monitored by routine visits, and case report forms were verified against clinical records for 20% of patients."
940,PMC3502035,S50,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,we used standardised operating procedures for data queries and management.
941,PMC3502035,S51,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,all queries were resolved by the time the study dataset was locked and no further changes were permitted.
942,PMC3502035,S52,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,figure 1 provides a graphical representation of the study timelines.
943,PMC3502035,S53,"['3a', '5']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design,fig 1 summary of study timelines
944,PMC3502035,S55,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study entry,"eligible participants underwent baseline assessment, including determination of absolute cardiovascular risk.5"
945,PMC3502035,S56,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study entry,"on the basis of this assessment, we identified target risk factor measures (including blood pressure, lipid levels, exercise levels, smoking status, and body mass index) for each participant according to national guidelines.6"
946,PMC3502035,S57,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study entry,a computer program developed by baker idi enabled clinical profiling in all participants and subsequent management in intervention patients (see appendix i in the supplementary file).
947,PMC3502035,S58,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study entry,"eligible participants began a standard 28 day run-in period of treatment with open label, oral valsartan 80 mg daily, with a mandatory blood pressure check 14 days after the start of treatment to determine the need for immediate (rescue) randomisation if systolic blood pressure was ≥180 mm hg or clinically indicated."
948,PMC3502035,S59,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study entry,we then randomised into the study those who did not achieve their prespecified blood pressure target within this run-in period or were not specifically withdrawn or lost to follow-up (blinded allocation).
949,PMC3502035,S61,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Blood pressure measurement,throughout the study we used a standardised protocol based on national guidelines to record blood pressure measurements.6
950,PMC3502035,S62,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Blood pressure measurement,"after participants had rested for at least five minutes and while they were seated we obtained three blood pressure measurements separated by one minute intervals using an appropriate sized cuff and a calibrated, semiautomated oscillometric device approved by the therapeutic goods administration of australia."
951,PMC3502035,S63,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Blood pressure measurement,we defined aberrant measurements as those where the lowest reading was 10 mm hg or more for systolic blood pressure or 5 mm hg or more for diastolic blood pressure below the highest of the three seated readings.
952,PMC3502035,S64,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Blood pressure measurement,"if this occurred, the participant was rested for three minutes and the procedure repeated."
953,PMC3502035,S65,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Blood pressure measurement,"given the size and nature of the study, it was impractical to obtain independent, blinded blood pressure levels."
954,PMC3502035,S66,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Blood pressure measurement,"nominated study staff at each site (general practitioner or practice nurse) verified the blood pressure measurements by an independent audit of the clinical details in the case records, outputs from the blood pressure monitor, and the computer decision tool."
955,PMC3502035,S68,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Usual care,"for those assigned to usual care, we asked general practitioners to follow their usual pattern of clinic visits and treatment strategies (no restriction on prescribed drugs) to achieve the individualised blood pressure target and other prevention targets identified during the run-in phase; the only mandatory study visits were at weeks 6 (a typically brief 10-15 minute consultation) and 26 (final comprehensive evaluation)."
956,PMC3502035,S69,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Usual care,we explicitly acknowledged that this was an enhanced form of usual care given that the participants had already been subject to clinical profiling and had an identified blood pressure target and their doctors potentially had knowledge of the intervention (with the inherent problem of contamination).
957,PMC3502035,S71,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study intervention,"those allocated to the intervention arm followed an intensive stepped programme of management, with mandatory visits to their doctor at weeks 6, 10, 14, and 18 after randomisation to review their blood pressure and to adjust their treatment if needed according to prespecified algorithms (see appendix ii in the supplementary file)."
958,PMC3502035,S72,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study intervention,"typically, these consultations lasted 10-15 minutes (about 60 minutes in total) in addition to the time taken for clinical profiling at baseline."
959,PMC3502035,S73,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study intervention,"reflecting contemporary treatment options for the management of hypertension, different drug pathways were mandated (initial monotherapy with valsartan 160 mg or combined with hydrochlorothiazide or amlodipine, as single combined pills)."
960,PMC3502035,S74,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study intervention,scheduling of visits and up-titration of drug treatment was guided by the same computer program developed by baker idi to facilitate the initial risk profiling and management.
961,PMC3502035,S75,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study intervention,a final clinic visit for clinical re-evaluation was scheduled at 26 weeks.
962,PMC3502035,S77,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study endpoints,the primary endpoint was the percentage of participants who achieved their individualised blood pressure target according to national guidelines6 during 26 weeks of follow-up (using last recorded blood pressure for intention to treat analyses).
963,PMC3502035,S78,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study endpoints,"these stringent blood pressure targets, which have been rarely examined for feasibility in a controlled trial, are ≤125/75 mm hg if a patient has proteinuria, ≤130/80 mm hg if end organ damage is present (including any form of cardiovascular disease, diabetes, or microalbuminuria), and the classic target of ≤140/90 mm hg for those without evidence of the other two criteria."
964,PMC3502035,S79,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study endpoints,key secondary endpoints included change in mean sitting systolic and diastolic blood pressure and absolute risk for cardiovascular disease within five years based on the framingham risk score5 (where applicable).
965,PMC3502035,S80,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study endpoints,"secondary endpoints also included the type and rate of adverse events potentially attributable to antihypertensive treatment, and serious adverse events including all cause mortality and fatal and non-fatal cardiovascular events—for example, acute myocardial infarction, stroke, and heart failure."
966,PMC3502035,S81,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study endpoints,"several other secondary endpoints will be the subject of future or expanded reports, including changes in quality of life, depression, self care behaviours, and evidence of end organ damage (including electrocardiographic evidence of left ventricular hypertrophy and newly detected proteinuria)."
967,PMC3502035,S83,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study power,we largely met the study targets for overall recruitment and number of participants entering the run-in phase.
968,PMC3502035,S84,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Study power,"based on the combination of a strong potential for interventional contamination, balanced against the need to establish clinically significant differences between the two groups, the study was initially powered to detect a minimum absolute difference of 7% between the groups for the primary endpoint.13"
969,PMC3502035,S85,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Study power,"as proportionately more patients achieved blood pressure control during the study run-in and thus the number of randomised participants was reduced, we recalculated that a total randomised cohort of more than 1500 participants would still provide sufficient study power to detect a minimum 8% difference between groups with more than 85% study power (two sided α level of 0.05 and adjusting for 2:1 randomisation for study intervention versus usual care).13"
970,PMC3502035,S87,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,the study statistician (on behalf of the clinical safety and efficacy committee) independently analysed the data according to a prospectively designed statistical analysis plan.
971,PMC3502035,S88,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,"if blood pressure values were missing at 26 weeks, we carried forward the last recorded blood pressure measurement after randomisation for primary endpoint analysis."
972,PMC3502035,S89,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,baseline and outcome data were analysed using spss for windows version 19.0.
973,PMC3502035,S90,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,continuous data are presented as means (standard deviations) or medians (interquartile ranges).
974,PMC3502035,S91,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,categorical data are presented as percentages.
